,ID,DATAEN,TYPE,ISSUES,GROUPID,IDEngineTakts,ProdPhase,IDLTA,IDProject,MGMT,REPETITIVE,CLOSING_DATE,Deleted,WorkedTime,IDEnginePL,IDSUBASSEMBLYACTIVITY,EBID.ID,IDISSUE,dataupdate,CAUSES,SOLUTIONS,IDResponsible,DUEDATE,STATUS_P,STATUS_D,STATUS_C,STATUS_A,LONG_TERM_ACTION,IDDevice,ExpirationDate,OriginDept,QT,ChargedDepartment,CauseDeptGeneric,EBIDT.ID,TRISGroup,OrderGroup,IssueOrder,Location,System,Cause,TRType,IssueType,EBIDT.ChargedDepartment,VerificationResponsible,PictureBefore,PictureAfter,Status,StatusNote,InternalNotes,QuantityFactor,TimeFactor,RiskFactor,Component,IssueSubType,DateClosureAgreed,DateClosureConfirmed,IssueSubSubType,ClosedAccepted,ClosurePhotoNeeded,ShipyardCheck,CommentNotCA,QT09,VOR,ImplementationNote,MeasureTaken,CauseDepartment,QTChecked,QTDeviceID,UpdateNumber,ResolutionOrder,ItemLongText,TaskLongText,TaskOwner,TaskOwnerSAP,DATA,PP,RESPONSIBLE,Magnitude,EngineNr,IDEngineProduction,TAKT_Nr,Activity_Nr,EngineType
3280,3368,2018-03-21,L4,manca tubo iniziale dalla paratia hot-box f.b all'airreciver (tubo fatto modificare a Cante non ho idea del codice),3.0,41080.0,,,363.0,0,0,2018-03-30,0,0.0,,,12030,3368,2018-03-30 11:43:07,,"tubo costruito da Allegretti. di che tubo si tratta? BREATHER . 
CODICE? Serve aprire una V2-20
V2 già esistente scrivere n°:",80.0,U,1,1,1,1,0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/03/2018,AA, Cante,,15.MA0343876 SPP/P17407.1.S.FS2-P111 SUNDT RICE PO,731.0,8,2,W18V50SG
3281,3369,2018-03-21,M,spina su cuscietto intermedia rovinata visto con mahnich ,3.0,41672.0,,,,0,0,2018-03-22,0,0.0,,,26733,3369,2019-02-01 16:19:44,,far montare l-attrezzo anziche rondelle,3.0,S,1,1,1,1,0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/03/2018,AA, METODISTA,,15.MA0343879 SPP/P17407.1.S.FS2-P114 SUNDT RICE PO,746.0,1,3,W18V50SG
3282,3370,2018-03-21,TR,perde acqua su tutti i tubi sfiati acqua su raff. disearatore perde acqua su saldatura fila b,6.0,42052.0,,,,0,0,2018-03-21,0,0.0,,,11539,3370,2018-03-21 15:27:40,,marcato ma non stretto,491.0,,1,1,1,1,0,160.0,,,,,,327.0,,0.0,1.0,,,,,1,,,,,,,,1,0.0,0.0,null,0.0,,,null,,,0.0,,,,,,,,,,,,,,,21/03/2018,TR, null,0.0,15.MA0343272 SPP/P17047.1.S.FS2-P113 MADHUMATI,754.0,2,18,W18V50
3283,3371,2018-03-21,L3,"mancano ""dummy"" ",3.0,39971.0,,,,0,0,2019-02-01,0,0.0,,,26734,3371,2019-02-01 16:20:42,,"le porte dummy devono arrivare con l'engine block.... problema da segnalare in HP00 takt 1
",5.0,U,1,1,1,1,0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/03/2018,HP, LOGISTICA,,15.MA0343882 SPP/P17407.1.S.FS2-P117 SUNDT RICE PO,713.0,10,7,W18V50SG
3284,3372,2018-03-21,L4,,3.0,39959.0,,,,0,0,2018-03-23,0,0.0,,,11661,3372,2018-03-23 10:10:03,,,,D,1,1,1,1,0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/03/2018,HP, ,,15.MA0343882 SPP/P17407.1.S.FS2-P117 SUNDT RICE PO,713.0,9,1,W18V50SG
3285,3373,2018-03-21,L1,MOMENTANEAMENTE MANCA IL CONVERTER LATO VOLANO  VIENE MONTATO ZONA MODULI ,3.0,41080.0,,,,0,0,2018-03-23,0,0.0,,,11632,3373,2018-03-23 09:22:31,ERA MANCANTE ,FORSE MACORINI CI PROCURA UNO  PARLATO CON FARCI . monta oggi 22/3,22.0,U,1,1,1,1,0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/03/2018,AA, Farci,,15.MA0343876 SPP/P17407.1.S.FS2-P111 SUNDT RICE PO,731.0,8,2,W18V50SG
3286,3374,2018-03-21,L1,"MANCANO END BOX CANALA - PAAE016070-PAAF291793(Petronio PAAF291793 controllato e risulta cons. in HP02. 
 PAAE016070 risultano  4 pz. in BLC liberi, parlato con TURCO ma senbra che non sappia neanche lui dove sono????",3.0,40902.0,,,,0,0,2018-04-23,0,0.0,,,13068,3374,2018-04-23 17:21:24,,"PAAF291793 ESEGUITO SMARRIMENTO IN ATTESA DI CONSEGNA DA PARTE DELLA LOGISTICA

(28.3.2018):
PAAE0160070 è mancante o smarrito... va ricomprato? (c'è notifica?) QI3109671
Materiale arrivato 19/4 e montato",15.0,G,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/03/2018,HP, Cipolat,,15.MA0338864 SP/03147.2.S.FS1-P121 FINCANTIERI,728.0,11,1,W14V46F
3287,3375,2018-03-22,L2,4 FIXING RAIL SONO OSSIDATI.,3.0,42122.0,,,,0,0,2018-03-26,0,0.0,,,11703,3375,2018-03-26 09:28:34,,"AVVISATO IL COLLAUDO IL SIG, VEZZANI, APERTA UNA QI PER SISTEMAZIONE DEI PEZZI. (BREG)
Aperta notifica QI 3109516 per pulire i 4 pezzi
ESEGUITO LAVORO 22/3",78.0,U,1,1,1,1,0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2018,HP, Tiberio,,15.MA0338865 SP/03147.2.S.FS1-P122 FINCANTIERI,755.0,4,5,W14V46F
3288,3376,2018-03-22,L4,BILANCIERI NON DISPONIBILI,3.0,40554.0,,,,0,0,2018-03-23,0,0.0,,,11638,3376,2018-03-23 09:29:09,,ARRIVATI IL 22/3 NEL POMERIGGIO.,,U,1,1,1,1,0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2018,AA, ,,15.MA0343275 SPP/P17047.1.S.FS2-P116 MADHUMATI,721.0,14,1,W18V50
3289,3377,2018-03-22,R1,GLI OPERATORI SONO SPROVVISTI DEL CORSO PLE.,3.0,42563.0,,,,0,0,,0,0.0,,,12098,3377,2018-04-04 09:45:51,,IN ATTESA DI COMUNICAZIONE DATE DA HS OFFICE,14.0,U,1,0,0,0,0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2018,HP, Maio,,15.MA0344013 SPP/P17048.1.S.FS2-P112 GAZIPUR 100 (,764.0,1,T,W18V50
3290,3378,2018-03-22,M,Disassemblata parte del fondo del box lato valvola waste gate,5.0,37918.0,,,,0,0,2018-05-08,0,0.0,,,13755,3378,2018-05-08 16:14:26,"isolazioni sono leggermente lunghe, andrebbe modificato uno ""scanso""",modificare disegno o sistema di assemblaggio,25.0,G,1,1,1,1,0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2018,TB, Cazzola,,15.MA0338862 SP/03147.2.S.FS1-P111 FINCANTIERI,673.0,5,5,W12V46F
3291,3379,2018-03-22,L4,manca tubo paar033853 particolare 2 del disegno daaf050326 preso momentaneamente dal motore in AA10 p114,3.0,41077.0,,,,0,0,2018-08-01,0,0.0,,,33162,3379,2019-05-10 08:55:12,,"CONTROLLARE GIACENZA A MAGAZZINO.(Petronio. Trovato e  rimpiazzato tubo in AA10, posizionato nella cesta dei mancanti.)",15.0,U,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2018,AA, Cipolat,,15.MA0343876 SPP/P17407.1.S.FS2-P111 SUNDT RICE PO,731.0,7,3,W18V50SG
3292,3380,2018-03-22,R1,in attesa della targhetta matricolare in fase di stampigliamento,3.0,41125.0,,,,0,0,,0,0.0,,,11608,3380,2018-03-22 14:01:31,,,18.0,,0,0,0,0,0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2018,AA, Del Din,,15.MA0343876 SPP/P17407.1.S.FS2-P111 SUNDT RICE PO,731.0,15,5,W18V50SG
3293,3381,2018-03-22,L1,PAAC300995 MANCA 1 PEZZO,3.0,42337.0,,,,0,0,,0,0.0,,,12332,3381,2018-04-09 08:38:12,mancanti ,ver sped Teca prevista 21/3 > Musumeci / Manzo / STK ,67.0,U,1,1,1,0,0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2018,HP, Gambar,,15.MA0344012 SPP/P17048.1.S.FS2-P111 GAZIPUR 100 (,760.0,2,5S,W18V50
3294,3382,2018-03-22,R1,1 turno fermo no personale,3.0,41673.0,,,,0,0,2018-03-23,0,0.0,,,11627,3382,2018-03-23 09:07:52,,,,D,1,1,1,1,0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2018,AA, ,,15.MA0343879 SPP/P17407.1.S.FS2-P114 SUNDT RICE PO,746.0,1,Q,W18V50SG
3295,3383,2018-03-23,M,L'O-RING LUNGO MOTORE SULLA CANALA è CORTO.,3.0,40902.0,,,,0,0,2018-03-26,0,0.0,,,11706,3383,2018-03-26 09:35:57,TAGLIATO TROPPO CORTO.,DA SMONTARE LA CANALA E SOSTITUIRLO.,4.0,U,1,1,1,1,0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2018,HP, TEAM LEADER,,15.MA0338864 SP/03147.2.S.FS1-P121 FINCANTIERI,728.0,11,1,W14V46F
3296,3384,2018-03-23,L4,iIL KIT NON è STATO CONSEGNATO.,3.0,42573.0,,,,0,0,2018-03-23,0,0.0,,,11643,3384,2018-03-23 09:44:18,RITARDO MAGAZZINO.,CONSEGNATO QUESTA MATTINA 23/3,5.0,U,1,1,1,1,0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2018,HP, LOGISTICA,,15.MA0344013 SPP/P17048.1.S.FS2-P112 GAZIPUR 100 (,764.0,1,11,W18V50
3297,3385,2018-03-23,R1,"GRU DA 200T OCCUPATA DALLADITTA QUAIAT,GRU DA 80T OCCUPATA DAL REPARTO ALBERI.",3.0,42567.0,,,,0,0,2018-03-23,0,0.0,,,11642,3385,2018-03-23 09:43:32,,,,D,1,1,1,1,0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2018,HP, ,,15.MA0344013 SPP/P17048.1.S.FS2-P112 GAZIPUR 100 (,764.0,1,Q,W18V50
3298,3386,2018-03-23,R1,NON è ARRIVATA LA COPPA. AVVISATO IL SIGNOR DEL DIN ALLE ORE14.34 DEL 22-03.,3.0,42125.0,,,,0,0,2018-03-23,0,0.0,,,11682,3386,2018-03-23 22:51:55,,"HO AVVISATO IL SIGNOR PETRONIO ALLE 7.29, IN ARRIVO. (SCHIRALDI)",,,1,1,1,1,0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2018,HP, ,,15.MA0338865 SP/03147.2.S.FS1-P122 FINCANTIERI,755.0,5,1,W14V46F
3299,3387,2018-03-23,L3,"MANCANO VITI M20*70 PAAC000167,IN LINEA HP.",3.0,40908.0,,,,0,0,,0,0.0,,,12040,3387,2018-03-30 16:53:12,CONTROLLARE,RECUPERATE DA ALTRI REPARTI. AVVISARE SCHILLACI. RICHIESTA FATTA A SCHILLACI DA SCHIRALDI.,4.0,U,1,0,0,0,0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2018,HP, TEAM LEADER,,15.MA0338864 SP/03147.2.S.FS1-P121 FINCANTIERI,728.0,12,3,W14V46F
3300,3388,2018-03-23,M,"NON SI TROVA IL MATERIALE, HP20.",3.0,40907.0,,,,0,0,,0,0.0,,,11649,3388,2018-03-23 09:54:09,,"TROVATO STOCCATO SULLE SCAFFALATURE DI FRONTE AA4...MANCA COMUNICAZIONE. (SCHIRALDI)
PENSARE A UNA SOLUZIONE",,C,1,0,0,0,0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2018,HP, ,,15.MA0338864 SP/03147.2.S.FS1-P121 FINCANTIERI,728.0,12,2,W14V46F
3301,3389,2018-03-23,R2,LE VITI DI FISSAGGIO TUBO-FILTRI OLIO M20*40 PAAC000164 SONO CORTE.,3.0,40907.0,,,,0,0,2018-04-24,0,0.0,,,13094,3389,2018-04-24 07:18:36,,"AVVISATO IL COLLAUDO : VERIFICATO , PRATICA APERTA. (COCIANI)
NOTIFICA:
Problema già esposto al tecnology con la V2 6028812 in data 28.11.2017
Sostituiamo le 4 viti 20x40 con viti 20x50",78.0,U,1,1,1,1,0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2018,HP, Tiberio,,15.MA0338864 SP/03147.2.S.FS1-P121 FINCANTIERI,728.0,12,2,W14V46F
3302,3390,2018-03-23,T,MANCANO BIRILLI DA 1030MM,3.0,42351.0,,,,0,0,2018-03-26,0,0.0,,,11700,3390,2018-03-26 09:25:58,SPESSO PRESI DAL FINISHING.,PER LA LINEA 2 SI POSSONO USARE QUELLI DA 870MM CON LO SPESSORE DA 200MM.,14.0,U,1,1,1,1,0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2018,HP, Maio,,15.MA0344012 SPP/P17048.1.S.FS2-P111 GAZIPUR 100 (,760.0,3,14,W18V50
3303,3392,2018-03-23,L4,MANCA LA PIPA PER IL PT 700 LABYRINTH CUP 009471348.,3.0,41795.0,,,,0,0,2018-03-28,0,0.0,,,11822,3392,2018-03-28 09:26:41,materiale settato in AUC03,inviato modifica ai configuratori,3.0,G,1,1,1,1,0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2018,HP, METODISTA,,15.MA0343885 SPP/P17407.1.S.FS2-P120 SUNDT RICE PO,748.0,1,10,W18V50SG
3304,3393,2018-03-23,L4,NEL KIT ACCESSORI COPPA MANCANO LE VITI M16*110 PAAC000450 70PZ.,3.0,42349.0,,,,0,0,2018-03-26,0,0.0,,,11701,3393,2018-03-26 09:26:28,,"AVVISATO IL COLLAUDO , COCIANI. RISOLTO : HA PORTATO LE VITI ,FORNITE DAL SIG. TURCO. ",5.0,U,1,1,1,1,0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2018,HP, LOGISTICA,,15.MA0344012 SPP/P17048.1.S.FS2-P111 GAZIPUR 100 (,760.0,3,Q,W18V50
3305,3394,2018-03-23,L3,MANCA IN LINEA HP IL MALE STUD : 006230059.,3.0,41795.0,,,,0,0,2018-04-12,0,0.0,,,12558,3394,2018-04-12 11:27:41,,"DA IMPLEMENTARE IN HP0 DELLE 2 LINEE OPPURE IN HP2 DELLE 2 LINEE,VISTO CHE IL PASSAPARATIA 0036F036800 è IN HP2 E VA USATO INSIEME. (SCHIRALDI)
fatto richiesta 29/3 (bressan)
",3.0,S,1,1,1,1,0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2018,HP, METODISTA,,15.MA0343885 SPP/P17407.1.S.FS2-P120 SUNDT RICE PO,748.0,1,10,W18V50SG
3306,3395,2018-03-23,L4,MANCA L'ENTRATA DELLA NAFTA : PAAE030726,3.0,40088.0,,,,0,0,2018-08-01,0,0.0,,,11667,3395,2018-03-23 13:45:31,,,,,0,0,0,0,0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2018,HP, ,,15.MA0338264 SP/03102.1.S.FS1-P111 FSG 774,714.0,15,1,W8L46DF
3307,3398,2018-03-23,M,"I COPERCHI, LATERALI E SUPERIORI DELLE ENTRATE NAFTA LATO POMPE NON SI RIESCONO A MONTARE.",3.0,40248.0,,,,0,0,,0,0.0,,,11697,3398,2018-03-26 09:10:03,ALCUNE FORATURE FILETTATE NON SONO IN ASSE CON I FORI DEI COPERCHI. ,"FATTO ALLARGARE ALCUNI FORI SUI COPERCHI . PER OVVIARE AL FORO ALLARGATO SONO STATE MONTATE LE RONDELLE PIANE,SOTTO LE TESTE DELLE VITI, SU INDICAZIONE DEL SIG. MOCENIGO CHE A SUA VOLTA INFORMERA IL SIG. STEFINI.(SCHIRALDI)",28.0,G,1,0,0,0,0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2018,AA, Mocenigo,,15.MA0338862 SP/03147.2.S.FS1-P111 FINCANTIERI,718.0,1,1,W12V46F
3308,3401,2018-03-23,L4,MANCA O-RING 003371623,3.0,42375.0,,,,0,0,2018-03-29,0,0.0,,,11874,3401,2018-03-29 08:51:16,,ESEGUITO PRELIEVO,15.0,U,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2018,HP, Cipolat,,15.MA0344012 SPP/P17048.1.S.FS2-P111 GAZIPUR 100 (,760.0,8,5,W18V50
3309,3407,2018-03-23,TR,"temperature banchi 3, 4 e 5 non funzionanti",6.0,42276.0,,,,0,0,,0,900.0,,,11680,3407,2018-03-23 21:13:39,errato cablaggio dei sensori,collegato correttamente le sonde,54.0,U,0,0,1,0,0,162.0,,,,Electrical Assembly,,331.0,186.0,2.0,1.0,,AUTOMATION SYSTEM,Wrong connection,Malfunction,2,Electrical Assembly,,,,3,,,1,1.0,2.0,SENSOR - TEMPERATURE,0.0,,2018-03-23,null,1.0,,0.0,,,,,,,,,,,,,,,23/03/2018,TR, Macorini,2.0,15.MA0339621 SPP/P17030.1.S.FS2-P112 CENTRALE DE D,759.0,2,19,W12V46
3310,3408,2018-03-23,TR,Indicazione da sensore overspeed meccanica non funzionante,6.0,42276.0,,,,0,0,,0,3600.0,,,11681,3408,2018-03-23 21:17:03,Manca collegamento del filo negativo su opto K25,Fatto collegamento mancante,54.0,,0,0,1,0,0,162.0,,,,Electrical Assembly,,332.0,186.0,2.0,2.0,,AUTOMATION SYSTEM,,Malfunction,2,Electrical Assembly,,,,3,,,1,2.0,2.0,SENSOR - PROXIMITY/SPEED,0.0,,2018-03-23,null,1.0,,0.0,,,,,,,,,,,,,,,23/03/2018,TR, Macorini,4.0,15.MA0339621 SPP/P17030.1.S.FS2-P112 CENTRALE DE D,759.0,2,19,W12V46
3311,3409,2018-03-24,L1,BILANCIERI MANCANTI,3.0,40429.0,,,,0,1,2018-03-28,0,0.0,,,11806,3409,2018-03-28 09:07:48,IN FASE DI CONTROLLO E PULIZIA,27/3 ANCORA MANCANTI 11 PEZZI,15.0,U,1,1,1,1,0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2018,AA, Cipolat,,15.MA0343877 SPP/P17407.1.S.FS2-P112 SUNDT RICE PO,719.0,14,1,W18V50SG
3312,3410,2018-03-24,M,"ABBIAMO GIRATO TUTTI I BEARING PERCHE POSIZIONATI SUL PALLET AL CONTRARIO.

ZOPPA 70550 SI E' GUASTATA ED ABBIAMO CHIAMATO LA MANUTENZIONE",3.0,42144.0,,,,0,0,2018-03-29,0,0.0,,,11875,3410,2018-03-29 08:51:47,,,15.0,G,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2018,HP, Cipolat,,15.MA0338865 SP/03147.2.S.FS1-P122 FINCANTIERI,755.0,8,1,W14V46F
3313,3411,2018-03-26,L2,CANALA LATO A DAAF 002111 COLLAUDO STA VALUTANDO (DE BORTOLI),3.0,41203.0,,,,0,0,2018-03-27,0,0.0,,,11741,3411,2018-03-27 09:44:50,,"sostituite a magazzino con quelle corrette.
26/3",78.0,U,1,1,1,1,0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/2018,HP, Tiberio,,15.MA0343884 SPP/P17407.1.S.FS2-P119 SUNDT RICE PO,732.0,10,3,W18V50SG
3314,3412,2018-03-26,L4,MANCANO 6 RALLE SUPERIORI,3.0,43112.0,,,,0,0,2018-03-29,0,3600.0,,,11939,3412,2018-03-29 11:22:36,,"eseguito smarrimento
QI a carico reparto",7.0,U,1,1,1,1,0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/2018,HP, COLLAUDO,,15.MA0344014 SPP/P17048.1.S.FS2-P113 GAZIPUR 100 (,774.0,1,Q,W18V50
3315,3413,2018-03-26,L2,INTERASSI FORI SU PIASTRA E COPERCHIO SCARICO OLIO F.B RISULTANO DISASSATI,3.0,41681.0,,,,0,0,,0,0.0,,,12126,3413,2018-04-04 12:05:15,NEGLIGENZA DA PARTE OPERATORE FORATURA PIASTRA SCARICO,"MOMENTANEAMENTE SOSTITUZIONE COPERCHIO E DPO VEDEMO
far visionare il coperchio non conforme al collaudo
(rif Del din)",18.0,G,1,1,0,0,0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/2018,AA, Del Din,,15.MA0343879 SPP/P17407.1.S.FS2-P114 SUNDT RICE PO,746.0,1,10,W18V50SG
3316,3414,2018-03-26,L1,ritardo materiale ATM,5.0,42865.0,,,,0,0,2018-04-18,0,0.0,,,12806,3414,2018-04-18 15:03:33,"il materiale è stato prelevato venerdì 23/3 in primo turno  prelevato a mezzogiorno e prelievi finite alle 22,40 non vedo nessun ritardo Sabbatucci",kit premontaggio scarichi,22.0,G,1,1,1,1,0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/2018,SC, Farci,,15.MA0338864 SP/03147.2.S.FS1-P121 FINCANTIERI,771.0,1,1,W14V46F
3317,3415,2018-03-26,L4,MANCA UNA SPLASH GUARD DELLE  POSIZIONI AI E B9 PAAR072784,3.0,41586.0,,,,0,0,2018-04-26,0,0.0,,,13230,3415,2018-04-26 15:28:26,,"Eseguito prelievo, in attesa della consegna da parte della logistica",15.0,U,1,1,1,1,0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/2018,AA, Cipolat,,15.MA0343878 SPP/P17407.1.S.FS2-P113 SUNDT RICE PO,744.0,3,5,W18V50SG
3318,3416,2018-03-26,L4,MANCANTI MATERIALI PER MONTARE IL SERVIZIO PAAF559773 CONTROL AIR AL VIRATORE DI NUOVO TIPO,3.0,42584.0,,,,0,0,2018-08-01,0,0.0,,,12331,3416,2018-04-09 08:37:18,MATERIALE IN RITARDO FORNITURA,specificare codici mancanti per favore : PAAF699428 1PZ E PAAF696869 1PZ.(05-04) STK ,67.0,U,1,1,1,0,0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/2018,HP, Gambar,,15.MA0344013 SPP/P17048.1.S.FS2-P112 GAZIPUR 100 (,764.0,3,2,W18V50
3319,3417,2018-03-26,R1,SEAMETAL HA PRESO DA QUESTO MOTORE 2 O-RING 003371673 PER IL MONTAGGIO.,3.0,40832.0,,,,0,0,2018-03-29,0,0.0,,,11926,3417,2018-03-29 09:34:15,"DOPO AVERLI RIPRESI CHE NON SI PRENDONO I PEZZI DA MOTORI A CASO SENZA AVVISARE BISOGNA RIPRISTINARLI QUI.
",,4.0,G,1,1,1,1,0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/2018,HP, TEAM LEADER,,15.MA0338864 SP/03147.2.S.FS1-P121 FINCANTIERI,728.0,1,T,W14V46F
3320,3418,2018-03-27,L4,MANCANO 2 CONTROL AIR PIPE PAAF 484047 E PAAF 514251,3.0,42485.0,,,,0,0,2018-03-30,0,0.0,,,12017,3418,2018-03-30 09:15:29,entrambi a stk ,RITROVATI PEZZI SOTTO LA POSTAZIONE AA CON CARTA 12 CILINDRI,5.0,U,1,1,1,1,0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2018,AA, LOGISTICA,,15.MA0343880 SPP/P17407.1.S.FS2-P115 SUNDT RICE PO,763.0,1,.9,W18V50SG
3321,3419,2018-03-27,TR,Manca la targhetta dati motore.,6.0,43422.0,,,,0,0,2018-05-28,0,0.0,,,15353,3419,2018-05-28 12:17:17,,Da installare (QT).,20.0,,1,1,1,1,0,48.0,,,,Assembly,,333.0,195.0,2.0,4.0,ENGINE SIDE LOWER,MAIN COMPONENTS,Wrong procedure,Missing component,2,Assembly,,[],[],null,,,1,1.0,1.0,,0.0,,,null,,,0.0,,,,,,,,,,,,,,,27/03/2018,TR, Giurissevich,1.0,15.MA0343876 SPP/P17407.1.S.FS2-P111 SUNDT RICE PO,779.0,2,27,W18V50SG
3322,3420,2018-03-27,TR,Cyl. B6: perdita gas alla base della valvola (o-ring danneggiato).,6.0,43427.0,,,,0,0,2018-03-27,0,0.0,,,11997,3420,2018-03-30 07:40:47,,Smontato e sostituito o-ring.,1.0,,1,1,1,1,0,133.0,,,,Module Assembly,,334.0,195.0,2.0,5.0,EXHAUST MODULE,GAS SYSTEM,Damaged/missing o-ring/gasket,Leakage,2,Module Assembly,,[],[],0,,,1,2.0,2.0,,0.0,,,null,,,0.0,,,,,,,,,,,,,,,27/03/2018,TR, CAPO TURNO,4.0,15.MA0343876 SPP/P17407.1.S.FS2-P111 SUNDT RICE PO,779.0,3,1,W18V50SG
3323,3421,2018-03-27,TR,Perdita acqua linea uscita testa B9.,6.0,43427.0,,,,0,0,2018-03-27,0,0.0,,,11744,3421,2018-03-27 10:13:55,,Aggiunta una seconda guarnizione di carta.,1.0,,1,1,1,1,0,133.0,,,,PME Design,,335.0,195.0,2.0,1.0,,COOLING WATER SYSTEM,Wrong design,Leakage,2,PME Design,,,,,,,1,1.0,1.0,PIPE/CONNECTION,0.0,,,null,,,0.0,,,,,,,,,,,,,,,27/03/2018,TR, CAPO TURNO,1.0,15.MA0343876 SPP/P17407.1.S.FS2-P111 SUNDT RICE PO,779.0,3,1,W18V50SG
3324,3422,2018-03-27,L1,MANCA CONTROL SHAFT LATO A PAAE170438 E PAAE 170436,3.0,40309.0,,,,0,0,2018-03-28,0,0.0,,,11807,3422,2018-03-28 09:11:55,DIMENTICANZA A MAGAZZINO,ARRIVATO 27/3 SECONDO TURNO,5.0,U,1,1,1,1,0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2018,AA, LOGISTICA,,15.MA0338862 SP/03147.2.S.FS1-P111 FINCANTIERI,718.0,13,2,W12V46F
